;tweetid;stance;senti;target;moral;toxic;act;vad
2325;592937051378561024;AGAINST;POSITIVE;Legalization of Abortion;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;que;[0.3088181818181818, 0.169, 0.21127272727272725]
2326;592950270578991104;FAVOR;NEGATIVE;Legalization of Abortion;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;exp;[0.6376363636363636, 0.48172727272727267, 0.46354545454545454]
2327;592990440548347904;NONE;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.3085833333333333, 0.32316666666666666, 0.38975000000000004]
2328;592995971149074432;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];toxic;que;[0.41690909090909084, 0.3855454545454545, 0.47309090909090906]
2329;593009319265701888;FAVOR;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;exp;[0.41892857142857143, 0.25821428571428573, 0.3177857142857143]
2330;593016923278815232;NONE;POSITIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.2893888888888889, 0.11994444444444444, 0.23072222222222225]
2331;593019370483392513;FAVOR;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.295, 0.26125, 0.26725]
2332;593021169521004544;FAVOR;NEGATIVE;Legalization of Abortion;[1, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;exp;[0.36718181818181816, 0.2218181818181818, 0.3398181818181818]
2333;593029461068500994;NONE;POSITIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.3588181818181818, 0.24990909090909091, 0.2729090909090909]
2334;593040772431278080;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.198, 0.34057142857142864, 0.25957142857142856]
2335;593042772166373376;NONE;NEGATIVE;Legalization of Abortion;[0, 0, 0, 1, 0, 1, 0, 0, 0, 0];toxic;sta;[0.3090833333333333, 0.27, 0.24850000000000003]
2336;593047343529893891;NONE;NEITHER;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.0708, 0.0612, 0.05739999999999999]
2337;593048796285771776;AGAINST;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.21400000000000002, 0.26786666666666664, 0.2358666666666666]
2338;593048969267290112;NONE;POSITIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.05811111111111111, 0.06133333333333334, 0.06688888888888889]
2339;593055736726294528;FAVOR;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];toxic;oth;[0.11412499999999999, 0.33899999999999997, 0.23525]
2340;593067098232004608;NONE;NEGATIVE;Legalization of Abortion;[0, 0, 0, 1, 0, 1, 0, 0, 0, 0];non_toxic;oth;[0.3661111111111111, 0.28177777777777774, 0.31477777777777777]
2341;593069953038745600;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];toxic;sta;[0.32281818181818184, 0.3607272727272728, 0.2974545454545454]
2342;593078154811592704;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.411, 0.31090909090909097, 0.3926363636363636]
2343;593084128054026240;NONE;POSITIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sug;[0.31663636363636366, 0.22018181818181815, 0.24609090909090908]
2344;593087841065771008;NONE;POSITIVE;Legalization of Abortion;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.2954705882352941, 0.2944117647058824, 0.29235294117647065]
2345;593090245945491456;NONE;NEITHER;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 1, 0, 1];non_toxic;sta;[0.4057272727272727, 0.2760909090909091, 0.4266363636363637]
2346;593104739211968513;AGAINST;NEGATIVE;Legalization of Abortion;[1, 0, 0, 1, 0, 0, 0, 1, 0, 0];toxic;oth;[0.5064545454545454, 0.4145454545454546, 0.46181818181818174]
2347;593132497770184704;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.44372727272727275, 0.3396363636363636, 0.4581818181818181]
2348;593137409933615104;FAVOR;POSITIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.1811111111111111, 0.10666666666666666, 0.17066666666666666]
2349;593138189163855873;FAVOR;POSITIVE;Legalization of Abortion;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.32557142857142857, 0.337, 0.34685714285714286]
2350;593155165743489025;AGAINST;NEGATIVE;Legalization of Abortion;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.27081818181818185, 0.1658181818181818, 0.2203636363636364]
2351;593167170156265472;NONE;POSITIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.4113333333333334, 0.29366666666666663, 0.3834444444444444]
2352;593167409189494784;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.6102307692307692, 0.5240769230769231, 0.6124615384615385]
2353;593168523964231680;NONE;POSITIVE;Legalization of Abortion;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.364952380952381, 0.25361904761904763, 0.31942857142857145]
2354;593179624659550208;AGAINST;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];toxic;exp;[0.3034, 0.2955, 0.2645]
2355;593180130933018625;AGAINST;NEGATIVE;Legalization of Abortion;[0, 0, 0, 1, 0, 1, 0, 0, 0, 0];toxic;exp;[0.2186, 0.2101, 0.1995]
2356;593180135949520897;NONE;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 1, 0, 0, 1, 0];non_toxic;sta;[0.4210909090909091, 0.28863636363636364, 0.4469090909090909]
2357;593187016906506241;NONE;POSITIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;exp;[0.22349999999999998, 0.1427142857142857, 0.18942857142857142]
2358;593208468473061377;FAVOR;NEITHER;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.13525, 0.14783333333333334, 0.13516666666666666]
2359;593215941908963329;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sta;[0.4362142857142857, 0.412, 0.4227857142857143]
2360;593217968605110272;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];toxic;sta;[0.4362142857142857, 0.412, 0.4227857142857143]
2361;593225899010580480;FAVOR;POSITIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.4743333333333333, 0.32116666666666666, 0.47866666666666663]
2362;593227341976985602;FAVOR;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];non_toxic;sta;[0.41855555555555557, 0.24488888888888885, 0.41388888888888886]
2363;593237321337540608;FAVOR;NEGATIVE;Legalization of Abortion;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.29041666666666666, 0.45316666666666666, 0.34708333333333324]
2364;593242755603783680;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.4539333333333334, 0.4348, 0.5139333333333334]
2365;593246708961710080;AGAINST;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 1, 0, 1, 0, 0];toxic;exp;[0.25062500000000004, 0.3068125, 0.2836875]
2366;593248483685093376;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;sug;[0.4648888888888889, 0.36888888888888893, 0.33744444444444444]
2367;593248798865952768;FAVOR;POSITIVE;Legalization of Abortion;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.206, 0.12516666666666668, 0.21066666666666667]
2368;593258958653038592;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 1, 0, 0, 0, 0, 0];toxic;oth;[0.3913, 0.28769999999999996, 0.3296]
2369;593261187858616320;FAVOR;POSITIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.284875, 0.294875, 0.3035]
2370;593264852652687360;AGAINST;NEGATIVE;Legalization of Abortion;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];toxic;sug;[0.3352666666666666, 0.33113333333333334, 0.389]
2371;593265278928093185;FAVOR;POSITIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.4257142857142857, 0.3007857142857143, 0.3534999999999999]
2372;593265932769697792;AGAINST;POSITIVE;Legalization of Abortion;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.3049333333333334, 0.16499999999999998, 0.2512666666666667]
2373;593277844618248192;NONE;POSITIVE;Legalization of Abortion;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.41450000000000004, 0.23183333333333334, 0.318]
2374;593307696897527808;NONE;NEGATIVE;Legalization of Abortion;[1, 0, 0, 0, 1, 0, 0, 0, 1, 0];toxic;oth;[0.1634666666666667, 0.1276, 0.15813333333333332]
2375;593325390514561024;AGAINST;POSITIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.3424, 0.37059999999999993, 0.41369999999999996]
2376;593390400108437504;FAVOR;POSITIVE;Legalization of Abortion;[0, 0, 0, 1, 0, 1, 0, 0, 0, 0];non_toxic;sug;[0.39841666666666664, 0.24966666666666662, 0.36474999999999996]
2377;593395718145974273;AGAINST;POSITIVE;Legalization of Abortion;[0, 1, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.33914285714285713, 0.15971428571428573, 0.24885714285714286]
2378;593397338300747776;AGAINST;POSITIVE;Legalization of Abortion;[1, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.1686, 0.23359999999999997, 0.20500000000000002]
2379;593398189610303490;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];toxic;sta;[0.35645454545454547, 0.17554545454545456, 0.26490909090909087]
2380;593400463481012225;AGAINST;POSITIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.4503333333333333, 0.39666666666666667, 0.44716666666666666]
2381;593401363616378880;AGAINST;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 1, 0, 0, 1, 0];toxic;exp;[0.4566666666666667, 0.4116666666666667, 0.34577777777777774]
2382;593401774846910468;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;exp;[0.26925, 0.27075, 0.243125]
2383;593407718892810240;AGAINST;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;oth;[0.1992142857142857, 0.15707142857142856, 0.20307142857142857]
2384;593416560858910720;NONE;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];toxic;oth;[0.2403846153846154, 0.3268461538461539, 0.29]
2385;593417063869370368;AGAINST;POSITIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.45699999999999996, 0.295, 0.34261538461538465]
2386;593427583108313088;AGAINST;NEITHER;Legalization of Abortion;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];non_toxic;oth;[0.35841666666666666, 0.21524999999999997, 0.32141666666666663]
2387;593435808541089792;NONE;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;sta;[0.055200000000000006, 0.118, 0.13340000000000002]
2388;593435982957047809;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.3508181818181818, 0.3753636363636364, 0.3511818181818182]
2389;593436386902040576;NONE;POSITIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;oth;[0.2830833333333333, 0.15491666666666667, 0.19366666666666665]
2390;593437636884201472;NONE;NEGATIVE;Legalization of Abortion;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;sug;[0.48360000000000003, 0.383, 0.5225000000000001]
2391;593438890951888897;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];toxic;sta;[0.3760769230769231, 0.3274615384615385, 0.34638461538461535]
2392;593455219788402688;FAVOR;POSITIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.7858750000000001, 0.5371250000000001, 0.666875]
2393;593455952797573121;FAVOR;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.2755384615384615, 0.2823076923076923, 0.2834615384615385]
2394;593456282629238784;NONE;POSITIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;sta;[0.23233333333333336, 0.17786666666666665, 0.23759999999999998]
2395;593456674519785472;FAVOR;NEITHER;Legalization of Abortion;[0, 0, 1, 0, 0, 0, 1, 0, 0, 0];toxic;exp;[0.3733636363636364, 0.4254545454545454, 0.37572727272727274]
2396;593458029846200321;FAVOR;POSITIVE;Legalization of Abortion;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5985714285714285, 0.3202857142857143, 0.5018571428571429]
2397;593459076299923456;NONE;NEITHER;Legalization of Abortion;[0, 0, 1, 0, 1, 0, 0, 0, 0, 0];non_toxic;oth;[0.23499999999999996, 0.2615, 0.25483333333333336]
2398;593461511055638528;FAVOR;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.39549999999999996, 0.357375, 0.396125]
2399;593462428794400768;NONE;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.22627272727272726, 0.12681818181818183, 0.17872727272727273]
2400;593463463785189378;NONE;POSITIVE;Legalization of Abortion;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];toxic;exp;[0.6799285714285715, 0.533, 0.6119285714285715]
2401;593463480436531202;NONE;NEITHER;Legalization of Abortion;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.16775, 0.1605, 0.1495]
2402;593470858896789506;FAVOR;POSITIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 1, 0, 0, 0];non_toxic;sta;[0.4031666666666667, 0.259, 0.3541666666666667]
2403;593472619208380419;AGAINST;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 1, 0, 1, 0, 0];non_toxic;exp;[0.20163636363636364, 0.3206363636363636, 0.2905454545454545]
2404;593473806607454209;NONE;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.3093333333333334, 0.28258333333333335, 0.30424999999999996]
2405;593474656205701122;NONE;POSITIVE;Legalization of Abortion;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5355, 0.283, 0.48933333333333334]
2406;593475287666532352;FAVOR;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 1, 0, 0, 0, 0, 0];toxic;exp;[0.38371428571428573, 0.3204285714285714, 0.3917857142857143]
2407;593481866428166146;NONE;POSITIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.39412499999999995, 0.23687499999999997, 0.2809375]
2408;593486253045198848;AGAINST;POSITIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 0, 1, 0, 1, 0];non_toxic;exp;[0.5327692307692309, 0.33169230769230773, 0.4993846153846153]
2409;593487496954118146;FAVOR;POSITIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;exp;[0.5639230769230769, 0.35823076923076924, 0.5400769230769231]
2410;593489076965253120;NONE;NEITHER;Legalization of Abortion;[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.173, 0.1018, 0.1182]
2411;593490006548840450;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 1, 0, 0, 0, 0, 1];non_toxic;exp;[0.3071428571428572, 0.2913571428571429, 0.2852142857142857]
2412;614108831182753792;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.27706666666666663, 0.3006, 0.26553333333333334]
2413;614109862813941760;FAVOR;POSITIVE;Legalization of Abortion;[0, 0, 1, 0, 0, 0, 0, 0, 1, 0];toxic;exp;[0.2421428571428572, 0.27564285714285713, 0.3202857142857143]
2414;614115958014259200;NONE;POSITIVE;Legalization of Abortion;[0, 0, 0, 1, 0, 0, 1, 0, 1, 0];non_toxic;sta;[0.303125, 0.254, 0.27375]
2415;614117085594152960;AGAINST;NEITHER;Legalization of Abortion;[1, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.265, 0.18775, 0.306375]
2416;614132557211418624;FAVOR;NEGATIVE;Legalization of Abortion;[0, 0, 0, 1, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.3173333333333333, 0.26716666666666666, 0.2628333333333333]
2417;614146148035612674;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;sug;[0.49574999999999997, 0.64325, 0.4972500000000001]
2418;614146897457086464;FAVOR;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.36400000000000005, 0.2501666666666667, 0.3165]
2419;614147009608556544;AGAINST;POSITIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.6747500000000001, 0.4406666666666666, 0.6310833333333333]
2420;614147116357812226;AGAINST;POSITIVE;Legalization of Abortion;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];toxic;oth;[0.5858333333333333, 0.4048333333333333, 0.6181666666666666]
2421;614147173379391488;AGAINST;POSITIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.47277777777777774, 0.3632222222222222, 0.40311111111111114]
2422;614147309534711808;AGAINST;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];non_toxic;sta;[0.46611111111111114, 0.37777777777777777, 0.5147777777777777]
2423;614147346998411264;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;exp;[0.5526875, 0.39775000000000005, 0.46831249999999996]
2424;614147492117151744;AGAINST;POSITIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.6673, 0.3975, 0.6594999999999999]
2425;614147581816479745;AGAINST;POSITIVE;Legalization of Abortion;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.6420909090909092, 0.3831818181818182, 0.5594545454545455]
2426;614147691203940352;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sta;[0.4286, 0.2702, 0.366]
2427;614147733390270465;AGAINST;NEGATIVE;Legalization of Abortion;[1, 0, 1, 0, 0, 0, 0, 0, 1, 0];non_toxic;oth;[0.5825555555555556, 0.5070555555555556, 0.5037222222222222]
2428;614147771839459328;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.5846923076923077, 0.28869230769230775, 0.3659230769230769]
2429;614147810276044801;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.601, 0.28671428571428564, 0.4635714285714286]
2430;614147859194245124;AGAINST;NEGATIVE;Legalization of Abortion;[1, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.6421250000000001, 0.428, 0.57675]
2431;614148014425403396;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sug;[0.6144285714285714, 0.5748571428571428, 0.7015714285714285]
2432;614148139491151873;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.56525, 0.640375, 0.476375]
2433;614148218562211841;AGAINST;POSITIVE;Legalization of Abortion;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.3959230769230769, 0.23653846153846153, 0.3252307692307692]
2434;614149654620581888;AGAINST;POSITIVE;Legalization of Abortion;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.40544444444444444, 0.2523333333333333, 0.30066666666666664]
2435;614150004173873152;AGAINST;POSITIVE;Legalization of Abortion;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;oth;[0.7645, 0.4702, 0.6877000000000001]
2436;614151556733247489;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.16700000000000004, 0.1585625, 0.16974999999999998]
2437;614152427294584832;AGAINST;NEGATIVE;Legalization of Abortion;[1, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.25099999999999995, 0.2202222222222222, 0.23455555555555557]
2438;614152558597287936;AGAINST;POSITIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sug;[0.4026363636363637, 0.28709090909090906, 0.38799999999999996]
2439;614153774043660288;AGAINST;NEGATIVE;Legalization of Abortion;[0, 0, 0, 1, 0, 0, 1, 0, 0, 0];non_toxic;oth;[0.1521111111111111, 0.15644444444444444, 0.13433333333333333]
2440;614153974162305024;AGAINST;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 1, 0, 1, 0, 0];non_toxic;sta;[0.5063076923076923, 0.4834615384615384, 0.5276153846153846]
2441;614154448013762561;AGAINST;POSITIVE;Legalization of Abortion;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;sta;[0.3874285714285714, 0.21299999999999994, 0.2808571428571428]
2442;614154732425355264;NONE;NEGATIVE;Legalization of Abortion;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.21061538461538462, 0.2536923076923077, 0.3283846153846154]
2443;614155143001436160;AGAINST;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];toxic;sug;[0.29157142857142854, 0.35757142857142854, 0.34407142857142853]
2444;614155848361857024;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.6952142857142858, 0.4517142857142856, 0.6319285714285714]
2445;614156127798890496;AGAINST;NEITHER;Legalization of Abortion;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.39699999999999996, 0.2799230769230769, 0.34769230769230763]
2446;614156884501790725;NONE;NEITHER;Legalization of Abortion;[0, 0, 0, 0, 0, 1, 0, 0, 1, 0];non_toxic;oth;[0.14233333333333334, 0.15916666666666668, 0.23433333333333337]
2447;614157045797928960;AGAINST;POSITIVE;Legalization of Abortion;[0, 1, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;exp;[0.6012666666666667, 0.41246666666666665, 0.5318666666666666]
2448;614157168137359360;AGAINST;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;oth;[0.3582142857142857, 0.25192857142857145, 0.35464285714285715]
2449;614157557477675008;AGAINST;POSITIVE;Legalization of Abortion;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.45435714285714285, 0.2780714285714286, 0.409]
2450;614157580005347328;AGAINST;POSITIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;exp;[0.49305882352941177, 0.3625882352941176, 0.44258823529411767]
2451;614157876563714048;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];toxic;oth;[0.3433333333333333, 0.40444444444444444, 0.374]
2452;614158008826896384;AGAINST;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];non_toxic;oth;[0.3, 0.1972, 0.2544]
2453;614158656964132864;AGAINST;NEGATIVE;Legalization of Abortion;[1, 0, 0, 0, 1, 0, 0, 0, 0, 0];non_toxic;sta;[0.5760000000000001, 0.3516666666666666, 0.5200666666666667]
2454;614160023812485121;AGAINST;POSITIVE;Legalization of Abortion;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.6196666666666667, 0.4143333333333334, 0.573]
2455;614160374682685441;FAVOR;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.19441666666666668, 0.1465, 0.21975]
2456;614160676626538496;NONE;POSITIVE;Legalization of Abortion;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;que;[0.6147499999999999, 0.38175000000000003, 0.4891249999999999]
2457;614161639475138560;AGAINST;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];toxic;exp;[0.6586000000000001, 0.6428999999999999, 0.7239000000000001]
2458;614164775010877440;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];non_toxic;sug;[0.25880000000000003, 0.1894, 0.2633]
2459;614165118671130624;AGAINST;POSITIVE;Legalization of Abortion;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];non_toxic;oth;[0.7345454545454545, 0.49881818181818177, 0.647090909090909]
2460;614167458119680001;AGAINST;NEGATIVE;Legalization of Abortion;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];non_toxic;sug;[0.3785, 0.2427222222222222, 0.40055555555555555]
2461;614168887702241280;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];non_toxic;sug;[0.61275, 0.4925, 0.54025]
2462;614168923005652992;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];non_toxic;oth;[0.18154545454545454, 0.29881818181818187, 0.2202727272727273]
2463;614172634788548608;AGAINST;POSITIVE;Legalization of Abortion;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.7551818181818182, 0.4754545454545454, 0.7085454545454545]
2464;614172816297099264;AGAINST;NEGATIVE;Legalization of Abortion;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0];non_toxic;exp;[0.4056923076923077, 0.36, 0.4471538461538461]
